name,homepage_url,category_list,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,success
AppwoRx,http://www.myappworx.com,Enterprise Software,225000,operating,USA,FL,Miami,Aventura,1,0
Appy Pie,http://www.appypie.com,Advertising,10000,operating,USA,CA,Ontario - Inland Empire,Walnut,1,0
Appy Couple,http://www.appycouple.com,Curated Web,2725000,operating,USA,NY,New York City,New York,5,0
AppZen,http://www.appzen.com,Accounting,100000,operating,USA,CA,SF Bay Area,Sunnyvale,1,0
AppZero,http://www.appzero.com,Cloud Computing|Software|Video,3000000,operating,USA,MA,Boston,Andover,1,0
APR Energy,http://www.aprenergy.com,Clean Energy|Electrical Distribution|Energy|Industrial Energy Efficiency|Rural Energy,30000000,ipo,USA,FL,Jacksonville,Jacksonville,1,1
Aprecia Pharmaceuticals,http://www.aprecia.com,Biotechnology,93423231,operating,USA,PA,Philadelphia,Langhorne,8,1
Aprenita,https://www.aprenita.com,B2B|FinTech|Mobile|SaaS,500000,operating,USA,NY,New York City,New York,1,0
Apreso Classroom,http://www.apreso.com/ac_product_overview.asp,All Students|EdTech|Education,15000000,closed,USA,VA,"Washington, D.C.",Dulles,1,1
Aprexis Health Solutions,http://www.aprexis.com,Software,700000,operating,USA,VT,Montpelier,Burlington,1,0
Apricot Mountain,http://apricotmountain.com/,Information Technology|Internet|Software,1950000,operating,USA,CA,SF Bay Area,San Francisco,3,0
AprilAge,http://www.aprilage.com,Health and Insurance|Health and Wellness|Lifestyle|mHealth|Personal Health|Software,75709,operating,CAN,ON,Toronto,Toronto,1,0
Aprima Medical Software,http://aprima.com/,Medical Devices|Software,6800000,operating,USA,TX,Dallas,Carrollton,1,1
Aprimo,http://www.aprimo.com,Enterprise Software,14500000,acquired,USA,IN,Indianapolis,Indianapolis,1,1
aPriori Technologies,http://www.apriori.com,Software,43901134,operating,USA,MA,Boston,Concord,7,1
Apriso,http://apriso.com,Software,16100000,acquired,USA,CA,"Orange County, California",Long Beach,2,1
Aprius,http://www.aprius.com,Hardware + Software,33000000,operating,USA,DC,"Washington, D.C.",Washington,3,1
Apriva,http://www.apriva.com,Developer APIs|Developer Tools|Mobile|Mobile Payments|Mobility|Payments|Security|Transaction Processing|Wireless,20159162,operating,USA,AZ,Phoenix,Scottsdale,2,1
APROOFED,http://www.aproofed.com,All Students|Colleges|Education|Freelancers|Internet|Marketplaces|Photo Editing,20000,operating,USA,OH,Cleveland,Brunswick,1,0
Apropose,http://www.apropose.com,Analytics|Big Data|Design,1875000,operating,USA,CA,SF Bay Area,Mountain View,1,0
Apruve,http://www.apruve.com,B2B|E-Commerce|Payments,400000,operating,USA,MN,Minneapolis,Minneapolis,1,0
Apsalar,http://apsalar.com,Advertising|Analytics|Apps|Data Integration|iOS|Mobile|Mobile Analytics|Optimization|Software,22800000,operating,USA,CA,SF Bay Area,San Francisco,4,1
Apsara Therapeutics,http://www.apsaratherapeutics.com/,Biotechnology|Health Care|Medical|Therapeutics,1000000,operating,USA,TX,Houston,Houston,2,0
Apse,http://www.apsellc.com,Agriculture|Biotechnology,1117139,operating,USA,MO,St. Louis,St Louis,4,0
APSU,http://apsu.com,Web Hosting,11200000,operating,GBR,E6,Cirencester,Cirencester,1,1
APT Pharmaceuticals,http://www.aptbio.com,Biotechnology,54000000,closed,USA,CA,SF Bay Area,Burlingame,2,1
Apta Biosciences,http://aptabiosciences.com,Biotechnology|Health Diagnostics,4576452.809,operating,GBR,H9,London,London,2,1
AptaCam,http://www.aptacam.com/,Biotechnology|Clinical Trials|Life Sciences,41250,operating,GBR,C3,London,Cambridge,1,0
Aptalis Pharma,http://www.aptalispharma.com,Biotechnology,170466,acquired,USA,NJ,Newark,Bridgewater,1,0
Aptana,http://www.aptana.com,Cloud Computing|Enterprises|Software|Web Development,13292327,acquired,USA,CA,SF Bay Area,San Mateo,2,1
Aptara,http://www.aptaracorp.com,Mobile,23000000,operating,USA,VA,"Washington, D.C.",Falls Church,1,1
Aptela,http://www.aptela.com,Messaging,5000000,acquired,USA,VA,"Washington, D.C.",Herndon,1,1
Aptera,http://www.aptera.com,Automotive,56300000,closed,USA,CA,San Diego,Carlsbad,4,1
Aptible,https://www.aptible.com,Enterprise Software|Health and Insurance|Health Care|PaaS|Privacy|Security,120000,operating,USA,CA,SF Bay Area,San Francisco,2,0
Aptidata,http://aptidata.com,Analytics|Business Intelligence|SaaS,1200000,operating,USA,GA,Atlanta,Atlanta,2,0
Aptimmune Biologics,http://www.aptimmune.com/,Health Care|Health Diagnostics|Test and Measurement,2750000,operating,USA,IL,"Springfield, Illinois",Champaign,1,0
Aptito,http://www.aptito.com,SaaS|Software,1000000,acquired,USA,FL,Miami,North Miami Beach,2,0
Aptiv Solutions,http://aptivsolutions.com,Biotechnology,5660000,acquired,USA,VA,"Washington, D.C.",Reston,1,1
Apto,http://www.apto.com/,Cloud Computing|Commercial Real Estate|CRM,10375000,operating,USA,CO,Denver,Denver,3,1
Apttus,http://www.apttus.com,CRM|SaaS|Software,186000000,operating,USA,CA,SF Bay Area,San Mateo,3,1
Apture,http://apture.com,Advertising|Blogging Platforms|Curated Web|Publishing,4600000,acquired,USA,CA,SF Bay Area,San Francisco,2,1
Aptus Endosystems,http://www.aptusendo.com,Health Care,40000000,operating,USA,CA,SF Bay Area,Sunnyvale,2,1
APU Solutions,http://www.apusolutions.com,Analytics|Auto|E-Commerce|Insurance|Software|Web Development,359742,operating,USA,KS,Kansas City,Overland Park,1,0
APX Labs,http://apx-labs.com,Software,28612936,operating,USA,VA,"Washington, D.C.",Herndon,3,1
Aqua Access,http://aquaaccess.com,Clean Technology,100000,operating,USA,NM,Albuquerque,Albuquerque,1,0
Aqua Gardens Family Farm,http://www.aquagardensfamilyfarm.com,Hospitality,40000,operating,USA,CA,CA - Other,Potter Valley,1,0
AQUA PURE,http://www.aqua-pure.com,Clean Technology,3000000,operating,CAN,AB,Calgary,Calgary,1,0
Aqua Skin Science,http://freyaskincare.com,Health and Wellness,785000,operating,USA,NY,New York City,New York,1,0
Aqua-tools,http://aqua-tools.com,Biotechnology,8899100,operating,FRA,A7,FRA - Other,Flins-sur-seine,1,1
Aquaback Technologies,http://aquaback.com,Clean Technology,735000,operating,USA,MA,Boston,Tewksbury,1,0
AquaBounty Technologies,http://www.aquabounty.com,Biotechnology,13000000,ipo,USA,MA,Boston,Maynard,2,1
Aquacue,http://aquacue.com,Manufacturing,150000,operating,USA,CA,SF Bay Area,Los Gatos,1,0
Aquafadas,http://www.aquafadas.com,Software,1770000,acquired,FRA,A9,Montpellier,Montpellier,1,0
AquaHydrate,http://aquahydrate.com,Hospitality,20000000,operating,USA,CA,Los Angeles,Los Angeles,2,1
Aquam,http://www.aquamcorp.com/,Clean Technology|Diagnostics|Infrastructure,13000000,operating,USA,CA,San Diego,San Diego,1,1
Aquamarine Power,http://www.aquamarinepower.com,Clean Technology,28306478,operating,GBR,U8,Edinburgh,Edinburgh,2,1
AquaMost,http://aquamost.com,Clean Technology,3907466,operating,USA,WI,Madison,Madison,4,1
Aquantia,http://www.aquantia.com,Semiconductors,190624633,operating,USA,CA,SF Bay Area,Milpitas,8,1
Aquarelle,http://www.aquarelle.com,Public Relations,29567009,operating,FRA,A8,FRA - Other,Le Perreux-sur-marne,2,1
Aquarius Biotechnologies,http://aquariusbio.com,Biotechnology,327260,operating,USA,IL,Chicago,Chicago,1,0
AquaVenture Holdings,http://aquaventure.com,Service Providers|Water|Water Purification,30000000,operating,USA,FL,Tampa,Tampa,1,1
Aquavit Pharmaceuticals,http://www.aquavitpharma.com,Biotechnology,329982,operating,USA,NY,New York City,New York,1,0
Aqueous Biomedical,http://aqueousbio.com,Biotechnology,200000,operating,USA,CO,Colorado Springs,Colorado Springs,1,0
Aquest Systems,http://www.aquestsystems.com,Semiconductors,20000000,closed,USA,CA,SF Bay Area,Sunnyvale,1,1
AqueSys,http://www.tif.net/portfolio_aquesys.htm,Health Care|Medical Devices,99600000,acquired,USA,CA,Anaheim,Irvine,4,1
Aquicore,http://aquicore.com,Energy Efficiency|Energy Management|Enterprise Software|Internet of Things|SaaS|Software,7472500,operating,USA,DC,"Washington, D.C.",Washington,6,1
Aquifi,http://www.aquifi.com,Software,11591907,operating,USA,CA,SF Bay Area,Palo Alto,1,1
Aquinox Pharmaceuticals,http://www.aqxpharma.com,Biotechnology|Health Care,74119365,ipo,CAN,BC,Vancouver,Vancouver,7,1
Aquion Energy,http://www.aquionenergy.com,Clean Technology,150910788,operating,USA,PA,Pittsburgh,Pittsburgh,5,1
Aquto,http://www.aquto.com,Digital Media|Mobile Advertising|Telecommunications|Wireless,16000000,operating,USA,MA,Boston,Boston,2,1
Sentrant Security,http://sentrant.com,Fraud Detection|Security,486905,operating,CAN,NB,Fredericton,Fredericton,1,0
Araca,http://aracainc.com,Semiconductors,165000,operating,USA,AZ,Tucson,Tucson,1,0
Arachno,http://arachno.com,Software,616666,operating,USA,NY,New York City,New York,1,0
Aradigm,http://www.aradigm.com,Biotechnology,4108777,operating,USA,CA,SF Bay Area,Hayward,1,1
Aragon Consulting Group,http://www.aragoncg.com,Enterprise Software,2500000,operating,USA,CA,SF Bay Area,Redwood City,1,0
Aragon Pharmaceuticals,http://www.aragonpharmaceuticals.com,Biotechnology|Health and Wellness,122000000,acquired,USA,CA,San Diego,San Diego,4,1
Aragon Surgical,http://www.aragonsurgical.com,Health Care,25000000,acquired,USA,CA,SF Bay Area,Palo Alto,1,1
Araim Pharmaceuticals,http://araimpharma.com,Biotechnology,4000000,operating,USA,NY,New York City,Tarrytown,1,1
AramisAuto,http://www.aramisauto.com/,Brokers|Cars|Direct Sales,13876040,operating,FRA,A8,FRA - Other,Arcueil,1,1
Aratana Therapeutics,http://www.aratanatherapeutics.com,Biotechnology|Health Care,76750000,ipo,USA,KS,Kansas City,Kansas City,4,1
Aravo Solutions,http://www.aravo.com,Enterprise Software,39868500,operating,USA,CA,SF Bay Area,San Francisco,4,1
ARAZOO,https://www.arazoo.com/,B2B|Construction|Interior Design|Marketplaces|Search,1060000,operating,USA,NY,New York City,New York,1,0
Arbella Insurance Foundation,http://arbella.com,Finance,45000,operating,USA,MA,Boston,Quincy,1,0
Arbor Pharmaceuticals,http://www.arborpharma.com,Biotechnology,34800000,operating,USA,GA,Atlanta,Atlanta,1,1
Arbor Photonics,http://www.arborphotonics.com,Hardware + Software,2648258,acquired,USA,MI,Detroit,Ann Arbor,3,0
Arbor Plastic Technologies,http://www.arborplastic.com,Manufacturing,300000,operating,USA,MI,Detroit,Bloomfield Hills,2,0
Arbor Surgical Technologies,http://www.arborsurgical.com,Manufacturing|Medical|Medical Devices,20000000,closed,USA,CA,Anaheim,Irvine,1,1
Arborlight,http://arborlight.com/,Manufacturing,1835140,operating,USA,MI,Detroit,Ann Arbor,1,0
ArborMetrix,http://arbormetrix.com,Analytics|Health Care|Health Care Information Technology|SaaS,9737605,operating,USA,MI,Detroit,Ann Arbor,3,1
Arbortext,http://www.arbortext.com,Publishing|Software|Technology,8750000,acquired,USA,MI,Detroit,Ann Arbor,1,1
Arbovax,http://arbovax.com,Health Care|Medical|Pharmaceuticals,3429917,operating,USA,NC,Raleigh,Raleigh,2,0
Arbsource,http://www.arbsource.us,Clean Technology|Recycling|Waste Management,150000,operating,USA,AZ,Phoenix,Phoenix,1,0
Arby's Restaurant,http://arbys.com/,Restaurants,7100000,operating,USA,LA,LA - Other,Georgia,2,1
ARC Medical Devices,http://arcmedicaldevices.com,Health Care,666953,operating,CAN,BC,Vancouver,Vancouver,7,0
Arc Solutions,http://www.arcsolutions.com,Software,3000000,acquired,USA,NC,Raleigh,Durham,2,0
ARCA biopharma,http://www.arcabiopharma.com/,Biotechnology,91850846,ipo,USA,CO,Denver,Westminster,9,1
Arcadia Biosciences,http://arcadiabio.com,Biotechnology,101000000,ipo,USA,CA,Sacramento,Davis,5,1
Arcadia Data,http://www.arcadiadata.com/,Software,11500000,operating,USA,CA,SF Bay Area,San Mateo,1,1
Arcadia Power,http://www.arcadiapower.com,Clean Energy|Consumer Internet|Energy|Renewable Energies,1500000,operating,USA,DC,"Washington, D.C.",Washington,2,0
Arcadia Solutions,http://www.arcadiasolutions.com,Health Care Information Technology,13000000,operating,USA,MA,Boston,Burlington,2,1
Arcadian Networks,http://www.arcadiannetworks.com,Clean Technology,90000000,closed,USA,MN,Minneapolis,Elk River,1,1
Arcalux,http://arcalux.com/,Energy,70000,operating,USA,TX,Houston,Houston,1,0
Arcamed,http://arcamed.com,Manufacturing,500000,operating,USA,IN,Indianapolis,Indianapolis,1,0
"Arcametrics Systems, Inc. (acquired by MediaMath 11/14)",http://arcametrics.com,Advertising Platforms|Analytics|Big Data|Digital Media,540000,operating,USA,NC,Raleigh,Raleigh,4,0
ArcaNatura LLC,http://us.arcanatura.com,Environmental Innovation|Green|Natural Resources|Pets,390000,operating,USA,CT,Hartford,Groton,3,0
Arcaris,http://www.arcaris.com,Cloud Computing|Customer Service|Enterprise Software|Telecommunications,28000,operating,USA,CA,SF Bay Area,Sunnyvale,1,0
arcbazar.com,http://arcbazar.com,Curated Web,135000,operating,USA,MA,Boston,Cambridge,2,0
Arccos Golf,http://www.ArccosGolf.com,Games|Sensors,5000000,operating,USA,CT,Hartford,Stamford,1,1
Arch Aerial,http://archaerial.com,Aerospace|Photography|Software,100000,operating,USA,TX,Houston,Houston,1,0
Arch Biopartners,http://archbiopartners.com,Biotechnology,560519,ipo,CAN,ON,Toronto,Toronto,3,0
Arch Grants,http://archgrants.org,Finance|Startups,2500000,operating,USA,MO,St. Louis,St Louis,1,0
Arch Rock Corporation,http://www.archrock.com,Software,15000000,acquired,USA,CA,SF Bay Area,San Francisco,2,1
Arch Therapeutics,http://archtherapeutics.com,Biotechnology,7045397,operating,USA,MA,Boston,Natick,5,1
Archemix,http://www.archemix.com,Biotechnology,101750000,operating,USA,CA,SF Bay Area,San Francisco,2,1
Archer Pharmaceuticals,http://www.archerpharma.com,Biotechnology,2700000,operating,USA,FL,Sarasota - Bradenton,Sarasota,1,0
Archetypes,http://archetypes.com,Social Media,3535000,operating,USA,NY,New York City,New York,1,1
Archevos,http://experdocs.com,Software,10000,operating,USA,NV,Las Vegas,Las Vegas,2,0
Archimedes Pharma,http://www.archimedespharma.com,Biotechnology,99000000,acquired,GBR,K7,London,Reading,1,1
Archipelago,http://www.archipelago.com/,E-Commerce|Financial Services,125000000,acquired,USA,IL,Chicago,Chicago,7,1
Architexa,http://architexa.com,Software,135000,operating,USA,MA,Boston,Cambridge,1,0
Architizer,http://www.architizer.com,Architecture|Databases|Design|Enterprise Software|Interior Design|Real Estate|Social Media,3508711,operating,USA,NY,New York City,New York,3,1
Architurn,http://www.architurn.com,Architecture|Interior Design|Internet|Services,111540,operating,FRA,A8,Paris,Paris,1,0
Archivas,http://www.archivas.com,Software,12000000,acquired,USA,MA,Boston,Waltham,1,1
Archive Systems,http://www.archivesystems.com,Business Services|Enterprises|Information Technology,12500000,operating,USA,NJ,Newark,Fairfield,2,1
Archively,https://www.archively.com/,CRM|Recruiting|Software,297000,operating,USA,CA,SF Bay Area,San Francisco,2,0
Archiver’s,http://www.archiversonline.com,Curated Web,2883196,operating,USA,MN,Minneapolis,Minnetonka,1,0
ArchiveSocial,http://archivesocial.com,Enterprise Software,1155981,operating,USA,NC,Raleigh,Durham,4,0
Archus Orthopedics,http://www.archususa.com/,Medical,28000000,acquired,USA,WA,Seattle,Redmond,2,1
Arcimoto,http://www.arcimoto.com/,Automotive|Electric Vehicles,1000000,operating,USA,OR,Eugene,Eugene,1,0
Arcion Therapeutics,http://arciontherapeutics.com,Biotechnology,17000000,operating,USA,MD,Baltimore,Baltimore,5,1
Arcivr,http://arcivr.com,Android|Apps|iOS|Photography|Photo Sharing|Video,750000,operating,USA,TX,Austin,Austin,2,0
ArcMail,http://www.arcmail.com,Email|Messaging,3000000,acquired,USA,LA,Shreveport,Bossier City,1,0
Arcot Systems,http://www.arcot.com,Security,62000000,acquired,USA,CA,SF Bay Area,Sunnyvale,4,1
ArcScan,http://www.arcscan.com,Medical Devices,3672448,operating,USA,CO,Denver,Morrison,1,1
ArcSight,http://www.arcsight.com,Security,26914000,acquired,USA,CA,SF Bay Area,Palo Alto,3,1
ArcSoft,http://arcsoft.com,Digital Media|Mobile|Photography|Software|Video,20000000,operating,USA,CA,SF Bay Area,Fremont,1,1
Arctic Empire,http://www.arcticempire.ca,Games|Mobile Games|Social Games|Software,393669,operating,CAN,ON,Ottawa,Ottawa,1,0
Arctic Sand Technologies,http://www.arcticsand.com,Hardware + Software,28952603,operating,USA,MA,Boston,Cambridge,2,1
Arctrieval,http://www.arctrieval.com,Health and Wellness,35000,operating,USA,AZ,Phoenix,Phoenix,1,0
Arcturus BioCloud,https://www.arcturus.io/,Biotechnology,162000,operating,USA,CA,SF Bay Area,San Francisco,3,0
Arcturus Therapeutics Inc.,http://arcturusrx.com,Therapeutics,6300000,operating,USA,CA,San Diego,San Diego,2,1
Arcus Solutions,http://arcussolutions.com,Consulting|Software|User Experience Design,400000,operating,USA,MA,Boston,Boston,1,0
Arcxis Biotechnologies,http://www.arcxis.com,Biotechnology,3440000,operating,USA,CA,SF Bay Area,Pleasanton,2,0
Ardais Corporation,http://www.ardais.com/corporate/,Biotechnology|Clinical Trials,14000000,operating,USA,MA,Boston,Lexington,1,1
Ardelyx,http://www.ardelyx.com,Biotechnology,112785321,ipo,USA,CA,SF Bay Area,Fremont,3,1
Arden Reed,http://ardenreed.com,E-Commerce,40000,operating,USA,NY,New York City,New York,1,0
Ardian,http://www.ardian.com,Investment Management,10080000,operating,FRA,A8,Paris,Paris,1,1
Ardica Technologies,http://ardica.com,Hardware + Software,1875000,operating,USA,CA,SF Bay Area,San Francisco,1,0
Ardmore Regional Surgery Center,http://ardmoreasc.com,Health and Wellness,2900150,operating,USA,OK,OK - Other,Ardmore,1,0
Ardusat,https://www.ardusat.com/,Language Learning,1955000,operating,USA,CA,SF Bay Area,San Francisco,2,0
ARE Telecom & Wind,http://www.AREtelecom.com,Networking,100000,operating,USA,MN,Minneapolis,Saint Paul,1,0
Are You a Human,http://www.areyouahuman.com,Internet|Technology,6809333,operating,USA,MI,Detroit,Detroit,4,1
Area 1 Security,http://area1security.com,Cyber Security|Data Security|Security,25500000,operating,USA,CA,SF Bay Area,Redwood City,3,1
Area 52 Games,http://Area52games.com,Games|Mobile Games|Social Games,900000,operating,USA,WA,Seattle,Issaquah,2,0
Area360,http://www.area360.com,Software,5500000,operating,USA,WA,Seattle,Seattle,1,1
AreaMetrics,http://areametrics.com,Analytics|Bridging Online and Offline|Software,435000,operating,USA,WA,Seattle,Seattle,1,0
